1;arms_factory;400.00;10.65;831.00;1.52;0
1;arms_factory;1176.00;10.70;33.00;4.19;0
1;arms_factory;4480.00;10.90;2447.00;2.03;0
1;arms_factory;3709.00;12.93;1815.00;5.05;0
1;arms_factory;3185.00;10.55;2446.00;6.25;0
1;arms_factory;274.00;10.65;2336.00;4.09;0
1;industrial_complex;2676.00;10.28;2264.00;0.47;0
1;industrial_complex;2695.00;10.30;2248.00;2.04;0
1;industrial_complex;2041.00;13.15;273.00;4.70;0
1;industrial_complex;4232.00;12.80;2244.00;2.54;0
1;industrial_complex;4240.00;14.28;2233.00;3.74;0
1;industrial_complex;2970.00;10.55;2220.00;0.48;0
1;air_base;4951.00;10.40;1971.00;3.14;0
1;naval_base;4075.00;9.65;2527.00;-3.44;16356
1;naval_base;5040.00;10.00;2306.00;-3.10;17041
1;naval_base;1080.00;11.10;2471.00;-3.73;16063
1;naval_base;4412.00;9.50;1373.00;-0.20;16700
1;naval_base;1389.00;9.95;1147.00;-3.45;17245
1;naval_base;268.00;10.32;2344.00;1.43;16108
1;naval_base;2230.00;11.10;385.00;-2.68;17673
1;naval_base;4175.00;9.90;2504.00;-3.08;16921
1;naval_base;4015.00;10.03;46.00;-4.67;16572
1;naval_base;474.00;9.50;160.00;0.12;17479
1;naval_base;4431.00;9.90;2466.00;-2.36;17642
1;naval_base;5012.00;11.13;2371.00;-3.85;17461
1;naval_base;4560.00;10.23;490.00;-4.25;16203
1;naval_base;102.00;9.50;406.00;0.39;17103
1;naval_base;4881.00;10.25;1454.00;-3.52;16490
1;naval_base;4327.00;9.90;1971.00;-3.84;17373
1;naval_base;843.00;10.15;2268.00;-2.74;17214
1;naval_base;823.00;9.50;2087.00;-0.46;17468
1;naval_base;3869.00;9.65;464.00;0.29;17061
1;naval_base;1791.00;9.50;916.00;-0.59;16335
1;naval_base;4201.00;9.50;773.00;0.00;17925
1;naval_base;4962.00;11.20;2403.00;-4.00;16972
1;naval_base;4922.00;10.30;1320.00;-4.04;17414
1;naval_base;1340.00;9.90;1159.00;-3.68;16538
1;naval_base;1620.00;9.88;1253.00;-0.28;16369
1;naval_base;4393.00;9.65;2470.00;-2.86;17721
1;naval_base;843.00;9.90;1330.00;-3.61;17353
1;naval_base;2235.00;9.90;2434.00;-3.22;17577
1;naval_base;2192.00;9.50;2479.00;-1.47;16565
1;naval_base;4495.00;11.98;863.00;1.57;16552
1;naval_base;802.00;10.13;2194.00;-0.62;17077
1;naval_base;1671.00;9.98;1003.00;-3.61;16928
1;naval_base;2165.00;9.90;104.00;0.98;18019
1;naval_base;4535.00;10.00;1917.00;-4.59;17405
1;naval_base;1182.00;9.50;2349.00;-0.36;16730
1;naval_base;4511.00;9.65;1254.00;-0.71;16728
1;naval_base;1798.00;9.90;782.00;1.23;17496
1;naval_base;1981.00;9.50;613.00;-0.46;17379
1;naval_base;4736.00;9.50;1234.00;0.14;17368
1;naval_base;942.00;9.50;45.00;-2.17;17608
1;naval_base;2411.00;9.93;895.00;-4.35;16503
1;naval_base;784.00;9.73;2132.00;-1.64;16134
1;naval_base;2062.00;9.90;349.00;-3.80;16181
1;naval_base;4992.00;9.50;1877.00;-0.82;17830
1;naval_base;3995.00;10.07;139.00;-4.43;17369
1;naval_base;1851.00;9.50;2523.00;-0.17;17442
1;naval_base;1111.00;9.98;2074.00;-1.37;16755
1;naval_base;4668.00;9.50;2214.00;0.06;16708
1;naval_base;1110.00;9.90;1128.00;-3.93;16162
1;naval_base;1298.00;9.90;2168.00;0.46;16891
1;naval_base;2275.00;10.35;332.00;1.52;17382
1;naval_base;5064.00;9.65;2183.00;1.07;16408
1;naval_base;1252.00;9.65;2323.00;-1.00;16675
1;naval_base;4494.00;9.50;2129.00;0.09;17685
1;naval_base;3215.00;9.90;362.00;-4.49;17260
1;naval_base;179.00;10.13;2347.00;-2.55;17444
1;naval_base;424.00;9.50;1244.00;-2.23;16442
1;naval_base;831.00;9.95;2256.00;-3.14;17214
1;naval_base;3963.00;9.65;45.00;-0.38;17141
1;naval_base;860.00;9.90;129.00;-0.54;17421
1;naval_base;4585.00;9.50;374.00;-1.57;17133
1;naval_base;335.00;9.70;1160.00;-0.90;17250
1;naval_base;4238.00;9.90;1367.00;-3.41;16115
1;naval_base;1666.00;9.50;1035.00;-0.82;16928
1;naval_base;107.00;9.50;626.00;-0.49;17466
1;naval_base;4441.00;9.68;279.00;-0.59;16145
1;naval_base;4059.00;9.98;743.00;0.79;16505
1;naval_base;807.00;10.65;1326.00;-2.68;16590
1;naval_base;1323.00;10.25;2495.00;0.28;17303
1;naval_base;4339.00;10.60;2023.00;1.21;16124
1;naval_base;4495.00;9.50;1331.00;-1.03;17873
1;naval_base;5005.00;9.50;2034.00;1.26;17816
1;naval_base;2474.00;9.65;697.00;-4.61;16869
1;naval_base;590.00;9.65;158.00;0.46;17694
1;naval_base;1546.00;9.90;2284.00;-4.12;17070
1;naval_base;4584.00;9.82;1263.00;0.79;17221
1;naval_base;2151.00;9.90;1010.00;1.57;17643
1;naval_base;951.00;9.65;2055.00;-0.59;17067
1;naval_base;4438.00;9.65;1371.00;-0.38;16664
1;naval_base;775.00;9.98;2232.00;-3.25;17500
1;naval_base;4841.00;10.13;2180.00;-2.86;17795
1;naval_base;4596.00;10.18;1281.00;-4.19;17465
1;naval_base;4845.00;9.50;2181.00;-2.06;17795
1;naval_base;2725.00;9.65;908.00;0.67;17602
1;naval_base;2412.00;9.90;627.00;0.59;17700
1;naval_base;1884.00;9.90;2441.00;-3.01;16405
1;naval_base;4927.00;10.13;2154.00;0.63;17714
1;naval_base;3193.00;9.90;330.00;1.33;17977
1;naval_base;2003.00;9.70;393.00;-4.64;17705
1;naval_base;763.00;10.48;2177.00;-1.19;17077
1;naval_base;951.00;9.80;2372.00;-2.19;17784
1;naval_base;1481.00;10.00;1117.00;-3.35;16299
1;naval_base;3779.00;9.65;545.00;-1.17;17477
1;naval_base;4351.00;10.35;2071.00;-4.66;17611
1;naval_base;1167.00;9.65;2221.00;-1.00;16878
1;naval_base;4931.00;9.90;2081.00;-3.70;17811
1;naval_base;2237.00;9.65;514.00;0.36;17697
1;naval_base;1170.00;9.90;1110.00;-3.48;17073
1;naval_base;4503.00;11.80;1395.00;-3.73;16716
1;naval_base;4739.00;9.50;1675.00;-1.43;16487
1;naval_base;4700.00;10.10;1202.00;-3.93;16650
1;naval_base;3043.00;9.50;456.00;-0.64;16861
1;naval_base;4687.00;9.95;2126.00;0.67;16243
1;naval_base;1872.00;9.90;790.00;-0.46;16466
1;naval_base;3982.00;9.90;164.00;-4.11;17439
1;naval_base;1767.00;9.65;2450.00;-2.43;17447
1;naval_base;4553.00;11.73;619.00;1.20;16593
1;naval_base;565.00;9.82;1262.00;-2.43;17881
1;naval_base;4405.00;9.65;1424.00;-0.79;17224
1;naval_base;3290.00;9.90;609.00;0.88;17274
1;naval_base;1737.00;9.90;2380.00;-3.62;17472
1;naval_base;4600.00;10.18;2124.00;-2.03;16799
